9,0000111
10,00011
32,10
33,010111010111
35,010111010110111
38,001011001101
39,01011100
40,011001
41,011100
42,0000011000
43,0101110100
44,110110
45,010101000
46,0000010
47,000001100100
48,0001010
49,0101100
50,001011000
51,000011001101
52,001011001100
53,000100101111
54,01011101011001
55,01011101011000
56,010111010110110
57,001011001111
58,001001
59,01111
60,0000110000
61,010100
62,010111011
65,0010110010
67,00001101
68,1100001
69,00010011
70,1100000110
71,000001100101
72,0000110010
73,01010111
74,000100101110101
75,00001100011
76,110000001
77,0010000
78,010101001
79,110000000
80,00000111
81,001011001110
82,1101110
83,0010100
84,000100100
85,0001001010
86,0001001011100
87,00001100111
88,110000010
89,00000110011
90,00001100010
91,01010110
92,000100101110100
93,01010101
94,01011101011010
97,00111
98,0010101
99,0010001
100,11001
101,0100
102,110001
103,011101
104,011000
105,1111
106,000011001100
107,00010010110
108,11010
109,0001011
110,1110
111,000000
112,0010111
113,01011101010
114,01101
115,000010
116,00110
117,0001000
118,1101111
119,00101101
120,0101111
121,000001101
122,1100000111
123,01011011
124,000100101110111
125,01011010
126,000100101110110
