0,01
1,110101
2,0000111
3,0010011
4,11101
5,11100101
6,001011100
7,100001011
8,1000100
9,00010010
10,10001110
11,0011000001
12,0010000
13,111001111
14,1010000101
15,1010100011
16,10101111
17,0010101
18,00011100
19,11001111
20,000001101
21,100110111
22,00110001111
23,0011000000
24,000001011
25,100100110
26,1000101110
27,1000001011
28,10101010
29,000111010
30,100100101
31,0000011001
32,001101
33,00110001110
34,1001101100
35,110011001
36,1001011011
37,000010101
38,10001011110
39,00011101111
40,10101101
41,110011000
42,1010000100
43,0001110110
44,100110001
45,000101110
46,10000100
47,000001010
48,10101100
49,0010001
50,000010100
51,0001010101
52,1001011010
53,00000111000
54,111001110
55,0001010100
56,001010001
57,00011101110
58,100101100
59,1100110101
60,0000110001
61,1100110100
62,0000110000
63,1010000111
64,10010001
65,10110001
66,101101111
67,101010000
68,100001111
69,100001010
70,0010010101
71,10100010111
72,1010000110
73,0000110011
74,1110011010
75,00110001001
76,1011011000
77,1010000001
78,111000001
79,1000001010
80,1111
81,100111
82,1011001
83,100110000
84,001100101
85,0000011000
86,00010001
87,000000101
88,11100001
89,001010000
90,00010000
91,10101110
92,0010010100
93,0000100010
94,101010111
95,100010111110
96,100001101
97,00010110
98,0000110010
99,00101001
100,10001010
101,0001111
102,10011010
103,0000001001
104,1010000000
105,00101111
106,00000111011
107,111000000
108,10110101
109,100000100
110,1000110
111,1100100
112,1101100
113,1100110111
114,00000100
115,10010000
116,00000011
117,000001111
118,1001011101
119,1010100010
120,000010000
121,1010000011
122,10110110011
123,00000111001010
124,1011000001
125,000010011
126,00000001
127,1010101101
128,1001011100
129,11100110111
130,001100011001
131,00110001000
132,001100011000
133,001011101000
134,111001000000
135,10001011001
136,0011000011
137,10100010110
138,000011011111
139,00110001011
140,0011000010
141,000011011110
142,00000000
143,0010110
144,11001011
145,101101110
146,001100011011
147,10001011000
148,00001101110
149,00100100001
150,10001011011
151,001100011010
152,00010011
153,0000011100100
154,10110110010
155,101000101001
156,000011011001
157,00001101001
158,0000100011
159,00001101000
160,10000011
161,1010011
162,100001110001
163,101000101000
164,00000111001011
165,00110001010
166,101101000
167,10100010001
168,1100110110
169,111001000001
170,00000010001
171,1110001
172,1010010
173,000110
174,101101101
175,101000101011
176,00000010000
177,000010010
178,11011011
179,11100110110
180,00100100000
181,11100110001
182,101000101010
183,100001110000
184,10110100101
185,11100110000
186,100000010
187,00101110101
188,100100100
189,1010000010
190,001100111
191,101100000001
192,000010111
193,000101011
194,11001110
195,000010110
196,111001001
197,10100010000
198,10100010011
199,000011011000
200,0010010111
201,1010101100
202,1101101001
203,10110100100
204,1000011101
205,001001001
206,0010010110
207,00000111010
208,10111
209,00010100
210,00010111101
211,101100000000
212,10011001
213,100100111
214,10100011
215,101010011
216,100010111111
217,11100110011
218,10110100111
219,001011101001
220,1101101000
221,11000
222,10000000
223,101010010
224,001100110
225,001100100
226,000011011011
227,000011011010
228,1001101101
229,10001011010
230,1110010001
231,0010111011
232,100101111
233,11100110010
234,000101111001
235,00001101011
236,100001100
237,11100100001
238,10110100110
239,00111
240,1001010
241,00001101010
242,10110000001
243,10100010010
244,10001111
245,000101111000
246,100000011
247,0010010001
248,101100001
249,10000111001
250,000001110011
251,110100
252,11001010
253,0001011111
254,110110101
255,110111
