10,11010
32,010
34,0110111
39,00001001101
40,001101000
41,000010111
42,10100000111
44,0110110
45,01100
46,001110
47,10100000110
48,0000101101
49,10100011
50,101000000
51,101000001001
52,101000001000
53,0011010011
54,101000001011
55,101000001010
58,101001000101
59,00001001100
61,000010010
65,1010010000
66,10100101
67,101001000100
68,10100110101
69,0011010010
70,00001001111
71,00001001110
72,0011011101
73,0000001
76,0011011100
77,101001000111
78,101001100
79,0000101100
80,0111101
82,00001010
83,10100010
84,00110110
85,101001001
88,101001000110
89,10100110100
91,0110101
92,01110
93,0110100
95,0011011110001
96,1010011011
97,1100
98,0111100
99,000001
100,11011
101,0010
102,10000
103,0000000
104,000011
105,1111
107,10100001
108,10001
109,10101
110,1011
111,00011
112,001111
113,0011011111
114,00010
115,1110
116,1001
117,001100
118,10100111
119,00001000
120,011111
121,00110101
122,00110111101
123,0011011110000
125,001101111001
