9,00011100
10,11011
32,010
33,001101111100
34,0001111111
36,0011110
37,001100110101
38,011001011100
39,00111111
40,00011110
41,00110110
42,11010111110
43,011111000
44,0110011
45,01111101
46,011010
47,1011111101
48,110100
49,0110111
50,01101100
51,000111010
52,001100111
53,001100101
54,011111101
55,110101101
56,011111100
57,000111110
58,001100110100
59,0111111101
60,1101010010
61,0001111110
62,0110010111011
63,11010111111110
65,011111111
66,0111111100
67,110101100
68,001101111101
69,0110010100
70,011011011
71,110101111110
72,110101110
73,10111110
74,1101011111110
75,01100101110101
76,0011011110
77,1101010011
78,0110010101
79,01100101111
80,00110011000
81,110101111111111
82,001100100
83,1011111111
84,11010101
85,10111111101
86,10111111100
87,10111111001
88,01100101101
89,110101111111110
90,011001011101001
91,001101110
92,011000
93,110101000
94,011001011101000
95,011011010
96,01100101100
97,1111
98,101110
99,10011
100,10110
101,0000
102,001000
103,011110
104,10010
105,1010
106,10111111000
107,011111001
108,01110
109,000110
110,1110
111,1100
112,001110
113,000111011
114,00101
115,00010
116,1000
117,001001
118,1011110
119,0011000
120,00111110
121,0011010
122,00110011001
123,00110011011
124,1101011110
125,00110111111
126,01100100
