10,10100
32,1000
33,0100001101001
34,001011
35,0010100011000
38,0100001100
39,10011000110010
40,011100110
41,011100111
42,1001100011000
44,0100101
45,011101
46,01111
47,1100
48,0010100000
49,10011111
50,10011100
51,11010100110
52,01000011011
53,11010100111
54,0000001001
55,010000110101
56,1101010000
57,10011110
58,0100100
59,0100001101000
60,00010
61,0010101
62,00001
63,1001100011011
64,001010001101
65,010000000
66,0000001011
67,1101011
68,100110110
69,011100101
70,010000100
71,011100000
72,1001100010
73,01110001
74,0100000010
75,1101010010
76,0000001010
77,11010101
78,0100000011
79,00000010001
80,10011010
81,00101000111
82,010000111
83,10011001
84,010000101
85,00000010000
86,0010100010
87,011100100
88,1001100011010
89,0010100011001
90,1101010001
95,10011000111
97,1011
98,0000000
99,10101
100,11011
101,0110
102,010001
103,110100
104,01010
105,1110
106,011100001
107,00101001
108,001000
109,000001
110,01011
111,00111
112,10010
113,0010100001
114,00011
115,00110
116,1111
117,010011
118,01000001
119,001001
120,100110000
121,00000011
122,100110111
126,10011101
252,10011000110011
