10,11010
32,10
34,0100110001
35,0000011101
36,00010
37,010011010011
38,01001101000
39,0100110000
40,0111
41,0110
42,010000111
43,0100110011
44,010011010010
45,001011
46,1101110011
47,110111000
48,010011011101
49,11000011
50,000001100
51,0100110010
52,1101110010
53,00000110101
54,010011011100
55,010011011111
56,01001101011
57,010011011110
58,0000011100
59,0000011111
62,0000010
63,00000110100
64,01001101010
65,1100101
66,0000011110
67,0000011011
68,010011011001
73,0100001101
75,010011011000
76,11011101
77,010011011011
78,01000010
79,1100100101
80,0100010
81,11001001001
82,010011011010
83,11000010
86,00101010
87,0100001100001
89,11001001000
97,000000
98,010010
99,001001
100,110011
101,0011
102,0100111
103,0010100
104,0100011
105,11101
106,110110
107,110010011
108,001000
109,0100000
110,00001
111,01010
112,110001
114,01011
115,00011
116,1111
117,11100
118,1100000
119,00101011
120,110010001
121,1101111
122,01000011001
123,0100001100000
125,010000110001
126,110010000
